ID,marital,housing,loan,contact,y
23959,married,yes,no,cellular,是
23960,married,no,yes,cellular,是
23961,divorced,no,no,cellular,是
23962,single,no,no,cellular,是
23963,married,no,no,cellular,是
23964,married,no,yes,cellular,是
23965,single,yes,no,cellular,是
23966,married,yes,no,cellular,是
23967,married,no,no,cellular,是
23968,married,yes,yes,cellular,是
23969,single,no,no,telephone,是
23970,married,yes,no,cellular,是
23971,married,yes,no,telephone,是
23972,single,no,yes,cellular,是
23973,single,no,no,cellular,是
23974,single,no,no,cellular,是
23975,single,no,yes,cellular,是
23976,married,yes,yes,cellular,是
23977,divorced,yes,no,cellular,是
23978,married,yes,yes,cellular,是
23979,married,no,yes,cellular,是
23980,married,yes,no,cellular,是
23981,married,yes,no,unknown,是
23982,single,no,no,cellular,是
23983,divorced,yes,no,cellular,是
23984,married,no,no,cellular,是
23985,single,no,no,cellular,是
23986,single,no,no,cellular,是
23987,single,no,no,cellular,是
23988,divorced,no,no,cellular,是
23989,married,yes,no,cellular,是
23990,single,yes,no,cellular,是
23991,single,no,no,cellular,是
23992,divorced,yes,no,cellular,是
23993,married,no,no,cellular,是
23994,single,no,no,cellular,是
23995,married,no,no,cellular,是
23996,single,no,no,cellular,是
23997,single,no,no,cellular,是
23998,divorced,yes,yes,unknown,是
23999,single,no,yes,cellular,是
24000,single,yes,no,cellular,是
24001,married,no,no,cellular,是
24002,single,no,no,cellular,是
24003,married,yes,no,cellular,是
24004,married,no,no,cellular,是
24005,single,no,yes,cellular,是
24006,single,yes,no,cellular,是
24007,divorced,no,yes,cellular,是
24008,single,yes,no,cellular,是
24009,single,no,no,cellular,是
24010,married,yes,no,cellular,是
24011,married,no,no,telephone,是
24012,married,yes,no,unknown,是
24013,single,no,no,cellular,是
24014,married,yes,no,cellular,是
24015,married,no,no,telephone,是
24016,divorced,yes,no,cellular,是
24017,married,no,no,cellular,是
24018,married,no,no,cellular,是
24019,single,no,no,cellular,是
24020,divorced,no,no,cellular,是
24021,married,no,no,unknown,是
24022,single,yes,no,cellular,是
24023,single,no,no,cellular,是
24024,married,no,no,cellular,是
24025,divorced,no,no,cellular,是
24026,married,no,no,cellular,是
24027,married,yes,no,unknown,是
24028,single,no,no,cellular,是
24029,single,yes,no,cellular,是
24030,divorced,no,no,cellular,是
24031,single,no,no,cellular,是
24032,single,no,no,cellular,是
24033,married,no,no,cellular,是
24034,married,no,no,cellular,是
24035,single,no,no,cellular,是
24036,single,no,no,telephone,是
24037,married,yes,no,cellular,是
24038,single,yes,no,cellular,是
24039,married,no,no,cellular,是
24040,married,yes,no,cellular,是
24041,single,no,no,cellular,是
24042,married,yes,no,cellular,是
24043,married,no,no,cellular,是
24044,divorced,no,no,cellular,是
24045,single,no,no,cellular,是
24046,divorced,yes,no,unknown,是
24047,married,yes,no,cellular,是
24048,married,no,no,cellular,是
24049,single,no,yes,unknown,是
24050,married,yes,no,cellular,是
24051,married,no,no,cellular,是
24052,single,yes,no,cellular,是
24053,single,no,no,cellular,是
24054,married,yes,no,cellular,是
24055,married,no,no,cellular,是
24056,married,yes,no,cellular,是
24057,married,no,no,cellular,是
24058,single,no,no,cellular,是
24059,single,no,no,cellular,是
24060,married,no,no,cellular,是
24061,married,no,no,cellular,是
24062,single,no,no,cellular,是
24063,single,no,no,cellular,是
24064,single,yes,yes,telephone,是
24065,single,yes,yes,cellular,是
24066,divorced,no,yes,cellular,是
24067,single,no,no,cellular,是
24068,single,no,no,cellular,是
24069,single,no,no,cellular,是
24070,married,yes,yes,unknown,是
24071,single,no,no,cellular,是
24072,married,yes,no,cellular,是
24073,single,no,no,cellular,是
24074,single,no,no,cellular,是
24075,single,no,no,cellular,是
24076,married,yes,no,cellular,是
24077,married,no,no,cellular,是
24078,divorced,no,no,cellular,是
24079,married,yes,no,cellular,是
24080,single,no,no,cellular,是
24081,single,no,no,cellular,是
24082,divorced,yes,no,unknown,是
24083,married,no,no,telephone,是
24084,single,yes,yes,cellular,是
24085,married,no,no,telephone,是
24086,married,no,no,unknown,是
24087,divorced,no,no,unknown,是
24088,married,yes,no,unknown,是
24089,single,no,no,cellular,是
24090,married,no,no,cellular,是
24091,divorced,no,no,cellular,是
24092,married,yes,no,unknown,是
24093,single,no,no,cellular,是
24094,married,yes,no,cellular,是
24095,single,no,no,cellular,是
24096,single,no,no,cellular,是
24097,married,no,no,telephone,是
24098,single,no,no,cellular,是
24099,married,no,no,cellular,是
24100,married,no,no,cellular,是
24101,single,yes,yes,telephone,是
24102,single,yes,no,cellular,是
24103,married,yes,no,cellular,是
24104,single,no,yes,unknown,是
24105,single,no,no,cellular,是
24106,single,yes,no,cellular,是
24107,married,no,no,cellular,是
24108,divorced,no,no,cellular,是
24109,single,yes,no,cellular,是
24110,single,no,no,cellular,是
24111,single,yes,no,unknown,是
24112,married,no,no,telephone,是
24113,married,yes,no,cellular,是
24114,divorced,yes,no,telephone,是
24115,married,no,no,cellular,是
24116,married,no,no,cellular,是
24117,married,yes,yes,cellular,是
24118,married,no,no,cellular,是
24119,single,no,no,cellular,是
24120,married,no,no,cellular,是
24121,married,yes,no,cellular,是
24122,married,yes,no,cellular,是
24123,single,no,no,cellular,是
24124,single,no,no,cellular,是
24125,single,yes,yes,cellular,是
24126,divorced,no,no,cellular,是
24127,married,yes,no,cellular,是
24128,divorced,no,no,cellular,是
24129,married,yes,no,cellular,是
24130,single,no,yes,cellular,是
24131,single,no,no,cellular,是
24132,married,no,no,cellular,是
24133,married,yes,no,cellular,是
24134,single,no,no,cellular,是
24135,married,no,no,cellular,是
24136,divorced,yes,no,cellular,是
24137,single,yes,no,cellular,是
24138,married,yes,no,unknown,是
24139,single,yes,no,cellular,是
24140,divorced,yes,no,cellular,是
24141,married,no,yes,telephone,是
24142,single,no,no,cellular,是
24143,single,yes,no,unknown,是
24144,single,yes,no,cellular,是
24145,single,yes,no,cellular,是
24146,single,yes,no,cellular,是
24147,married,yes,yes,unknown,是
24148,married,no,no,cellular,是
24149,single,no,no,cellular,是
24150,married,yes,no,cellular,是
24151,single,yes,no,cellular,是
24152,married,yes,yes,telephone,是
24153,married,no,no,telephone,是
24154,single,no,no,cellular,是
24155,single,yes,no,cellular,是
24156,married,no,no,cellular,是
24157,married,yes,no,cellular,是
24158,single,yes,no,cellular,是
24159,married,yes,no,telephone,是
24160,divorced,no,no,cellular,是
24161,single,no,no,cellular,是
24162,married,no,no,telephone,是
24163,single,yes,no,cellular,是
24164,single,yes,no,unknown,是
24165,married,no,no,cellular,是
24166,single,no,no,cellular,是
24167,married,no,no,cellular,是
24168,married,no,no,cellular,是
24169,married,no,no,cellular,是
24170,married,no,yes,unknown,是
24171,single,yes,no,cellular,是
24172,single,no,no,cellular,是
24173,single,yes,no,cellular,是
24174,married,no,no,cellular,是
24175,married,yes,no,cellular,是
24176,married,no,yes,cellular,是
24177,married,yes,no,cellular,是
24178,single,yes,no,cellular,是
24179,married,no,no,cellular,是
24180,married,no,no,unknown,是
24181,married,no,no,cellular,是
24182,married,no,no,cellular,是
24183,divorced,no,no,cellular,是
24184,married,yes,no,unknown,是
24185,married,yes,no,cellular,是
24186,married,yes,no,cellular,是
24187,married,no,no,cellular,是
24188,married,no,no,cellular,是
24189,single,no,no,telephone,是
24190,single,yes,no,cellular,是
24191,married,yes,no,cellular,是
24192,married,no,no,telephone,是
24193,married,no,no,cellular,是
24194,single,yes,no,cellular,是
24195,single,no,no,cellular,是
24196,married,no,no,cellular,是
24197,married,yes,no,cellular,是
24198,married,yes,no,unknown,是
24199,single,no,no,cellular,是
24200,divorced,yes,no,cellular,是
24201,married,no,no,cellular,是
24202,single,yes,no,cellular,是
24203,divorced,yes,no,cellular,是
24204,married,no,no,cellular,是
24205,single,yes,no,cellular,是
24206,married,no,no,cellular,是
24207,single,no,no,cellular,是
24208,married,no,no,cellular,是
24209,married,yes,no,cellular,是
24210,single,no,no,cellular,是
24211,married,no,no,cellular,是
24212,married,no,no,telephone,是
24213,single,no,no,telephone,是
24214,married,no,no,telephone,是
24215,married,no,no,cellular,是
24216,single,yes,no,unknown,是
24217,married,no,no,unknown,是
24218,single,yes,yes,cellular,是
24219,married,yes,no,cellular,是
24220,single,yes,no,cellular,是
24221,married,no,no,telephone,是
24222,single,no,no,cellular,是
24223,married,yes,no,cellular,是
24224,married,no,no,cellular,是
24225,single,no,no,cellular,是
24226,married,no,no,telephone,是
24227,single,no,no,cellular,是
24228,divorced,yes,no,unknown,是
24229,divorced,no,no,cellular,是
24230,married,yes,no,telephone,是
24231,single,no,no,cellular,是
24232,single,no,no,cellular,是
24233,married,no,no,cellular,是
24234,married,no,no,cellular,是
24235,single,yes,no,cellular,是
24236,divorced,no,no,cellular,是
24237,divorced,no,no,cellular,是
24238,married,no,no,cellular,是
24239,married,no,no,cellular,是
24240,married,no,no,cellular,是
24241,single,yes,yes,unknown,是
24242,married,yes,no,cellular,是
24243,married,yes,no,cellular,是
24244,divorced,no,no,cellular,是
24245,married,no,no,cellular,是
24246,married,no,no,cellular,是
24247,married,no,no,cellular,是
24248,married,no,no,cellular,是
24249,single,yes,no,unknown,是
24250,married,no,no,cellular,是
24251,married,no,no,cellular,是
24252,married,no,no,cellular,是
24253,married,yes,no,cellular,是
24254,married,no,no,cellular,是
24255,married,yes,no,cellular,是
24256,divorced,no,no,cellular,是
24257,single,no,no,cellular,是
24258,married,yes,no,cellular,是
24259,married,yes,no,cellular,是
24260,married,no,no,cellular,是
24261,single,yes,yes,unknown,是
24262,married,no,no,cellular,是
24263,single,no,no,cellular,是
24264,single,no,no,cellular,是
24265,married,yes,no,cellular,是
24266,single,no,no,cellular,是
24267,divorced,no,no,cellular,是
24268,single,yes,no,cellular,是
24269,single,no,no,cellular,是
24270,single,no,no,cellular,是
24271,single,yes,no,cellular,是
24272,single,no,no,cellular,是
24273,married,yes,yes,cellular,是
24274,married,yes,no,cellular,是
24275,single,no,no,cellular,是
24276,married,no,no,cellular,是
24277,single,no,no,telephone,是
24278,single,yes,no,cellular,是
24279,married,no,no,cellular,是
24280,divorced,no,no,cellular,是
24281,single,no,no,cellular,是
24282,single,yes,no,cellular,是
24283,single,no,no,cellular,是
24284,married,yes,no,cellular,是
24285,single,no,no,cellular,是
24286,divorced,no,no,cellular,是
24287,married,no,no,cellular,是
24288,married,no,no,telephone,是
24289,married,no,no,cellular,是
24290,married,no,no,cellular,是
24291,divorced,yes,yes,unknown,是
24292,married,no,no,telephone,是
24293,married,yes,no,cellular,是
24294,single,no,no,cellular,是
24295,divorced,no,no,telephone,是
24296,single,no,no,cellular,是
24297,single,no,no,cellular,是
24298,married,no,no,cellular,是
24299,married,no,no,cellular,是
24300,married,yes,yes,cellular,是
24301,single,no,no,cellular,是
24302,married,yes,no,cellular,是
24303,married,no,no,cellular,是
24304,married,yes,no,cellular,是
24305,married,yes,no,cellular,是
24306,married,no,no,cellular,是
24307,single,yes,no,cellular,是
24308,single,yes,no,cellular,是
24309,divorced,yes,no,cellular,是
24310,single,no,no,cellular,是
24311,married,yes,no,telephone,是
24312,married,no,no,telephone,是
24313,married,no,no,cellular,是
24314,married,yes,no,unknown,是
24315,single,no,no,cellular,是
24316,married,no,yes,cellular,是
24317,single,no,no,cellular,是
24318,married,no,no,cellular,是
24319,divorced,no,yes,cellular,是
24320,single,no,no,cellular,是
24321,married,yes,no,cellular,是
24322,married,yes,yes,cellular,是
24323,married,no,no,cellular,是
24324,single,no,no,cellular,是
24325,divorced,yes,no,cellular,是
24326,divorced,no,no,cellular,是
24327,single,yes,no,unknown,是
24328,married,yes,no,telephone,是
24329,divorced,no,no,cellular,是
24330,married,no,yes,cellular,是
24331,married,yes,no,unknown,是
24332,single,yes,no,cellular,是
24333,single,no,yes,cellular,是
24334,married,yes,no,cellular,是
24335,married,no,no,telephone,是
24336,single,no,no,cellular,是
24337,divorced,yes,no,cellular,是
24338,single,no,no,cellular,是
24339,married,no,no,cellular,是
24340,married,no,no,cellular,是
24341,single,no,no,cellular,是
24342,married,no,no,cellular,是
24343,married,no,no,unknown,是
24344,divorced,yes,no,cellular,是
24345,married,no,no,cellular,是
24346,married,no,no,cellular,是
24347,single,no,no,cellular,是
24348,married,yes,no,cellular,是
24349,married,no,no,telephone,是
24350,married,no,no,cellular,是
24351,divorced,no,no,cellular,是
24352,married,no,no,cellular,是
24353,married,no,yes,unknown,是
24354,single,no,no,cellular,是
24355,married,no,no,cellular,是
24356,married,no,no,cellular,是
24357,married,no,no,cellular,是
24358,married,yes,no,cellular,是
24359,single,no,yes,cellular,是
24360,married,no,no,cellular,是
24361,married,no,no,cellular,是
24362,married,no,yes,cellular,是
24363,married,no,no,cellular,是
24364,married,yes,no,cellular,是
24365,divorced,yes,no,cellular,是
24366,single,yes,no,cellular,是
24367,married,yes,no,cellular,是
24368,divorced,yes,no,cellular,是
24369,single,yes,no,cellular,是
24370,married,no,no,cellular,是
24371,married,yes,no,unknown,是
24372,single,yes,no,unknown,是
24373,married,yes,no,cellular,是
24374,married,yes,yes,cellular,是
24375,single,yes,no,cellular,是
24376,single,no,no,cellular,是
24377,married,no,no,cellular,是
24378,married,no,no,cellular,是
24379,single,no,no,cellular,是
24380,married,no,no,cellular,是
24381,single,yes,no,unknown,是
24382,married,yes,no,telephone,是
24383,married,no,no,cellular,是
24384,single,no,no,cellular,是
24385,divorced,yes,no,unknown,是
24386,married,yes,no,cellular,是
24387,single,yes,no,cellular,是
24388,married,yes,no,cellular,是
24389,married,yes,no,unknown,是
24390,divorced,yes,no,unknown,是
24391,married,yes,no,cellular,是
24392,married,no,no,cellular,是
24393,married,yes,no,cellular,是
24394,married,no,no,cellular,是
24395,single,no,no,cellular,是
24396,divorced,yes,no,cellular,是
24397,single,no,no,cellular,是
24398,divorced,yes,no,cellular,是
24399,married,no,no,cellular,是
24400,married,no,no,cellular,是
24401,married,no,no,cellular,是
24402,single,no,no,cellular,是
24403,single,no,no,cellular,是
24404,single,no,yes,cellular,是
24405,married,no,no,cellular,是
24406,single,no,no,cellular,是
24407,married,yes,no,unknown,是
24408,divorced,no,no,cellular,是
24409,married,yes,no,cellular,是
24410,married,no,no,cellular,是
24411,single,yes,no,unknown,是
24412,married,no,no,telephone,是
24413,single,no,no,cellular,是
24414,single,no,no,cellular,是
24415,married,no,no,cellular,是
24416,single,yes,no,cellular,是
24417,married,no,no,cellular,是
24418,single,no,no,telephone,是
24419,single,no,no,unknown,是
24420,single,yes,no,cellular,是
24421,single,no,no,unknown,是
24422,single,no,no,cellular,是
24423,single,no,yes,telephone,是
24424,married,yes,no,cellular,是
24425,married,yes,no,cellular,是
24426,married,yes,yes,cellular,是
24427,married,no,no,cellular,是
24428,married,yes,no,cellular,是
24429,single,no,no,cellular,是
24430,married,yes,no,cellular,是
24431,single,yes,no,cellular,是
24432,single,no,no,unknown,是
24433,married,no,no,cellular,是
24434,single,no,no,cellular,是
24435,single,no,no,cellular,是
24436,divorced,no,no,cellular,是
24437,divorced,no,no,cellular,是
24438,divorced,no,no,cellular,是
24439,single,no,no,cellular,是
24440,single,no,no,cellular,是
24441,married,yes,no,cellular,是
24442,married,no,no,cellular,是
24443,married,no,no,cellular,是
24444,married,no,no,telephone,是
24445,married,no,no,cellular,是
24446,single,no,no,cellular,是
24447,single,no,no,telephone,是
24448,married,yes,no,cellular,是
24449,single,yes,no,cellular,是
24450,married,no,no,cellular,是
24451,married,yes,no,telephone,是
24452,divorced,yes,no,cellular,是
24453,married,no,no,cellular,是
24454,married,no,no,cellular,是
24455,single,yes,no,unknown,是
24456,single,yes,no,cellular,是
24457,married,yes,no,cellular,是
24458,married,yes,no,cellular,是
24459,married,yes,no,cellular,是
24460,married,no,no,cellular,是
24461,married,no,no,cellular,是
24462,married,yes,yes,cellular,是
24463,single,no,no,cellular,是
24464,married,no,no,cellular,是
24465,married,yes,no,unknown,是
24466,single,no,no,cellular,是
24467,single,yes,no,cellular,是
24468,divorced,yes,no,cellular,是
24469,divorced,no,no,cellular,是
24470,married,yes,no,cellular,是
24471,divorced,no,no,cellular,是
24472,married,no,no,cellular,是
24473,married,yes,yes,cellular,是
24474,divorced,no,no,cellular,是
24475,married,no,no,cellular,是
24476,single,yes,no,cellular,是
24477,single,no,no,cellular,是
24478,single,no,no,cellular,是
24479,married,no,no,cellular,是
24480,married,yes,no,telephone,是
24481,single,no,no,cellular,是
24482,single,yes,no,cellular,是
24483,single,no,no,cellular,是
24484,single,no,no,cellular,是
24485,married,no,no,cellular,是
24486,married,yes,no,telephone,是
24487,single,no,no,cellular,是
24488,married,no,no,cellular,是
24489,single,yes,yes,cellular,是
24490,divorced,yes,no,cellular,是
24491,married,no,yes,cellular,是
24492,married,yes,no,cellular,是
24493,married,yes,no,unknown,是
24494,married,no,yes,cellular,是
24495,single,no,yes,cellular,是
24496,married,no,no,cellular,是
24497,married,no,yes,cellular,是
24498,divorced,no,no,telephone,是
24499,married,no,no,telephone,是
24500,married,no,no,cellular,是
24501,single,no,no,cellular,是
24502,married,no,no,cellular,是
24503,single,no,no,cellular,是
24504,single,no,no,cellular,是
24505,married,no,no,cellular,是
24506,single,no,no,cellular,是
24507,single,yes,no,cellular,是
24508,married,no,no,cellular,是
24509,married,no,no,cellular,是
24510,single,yes,no,cellular,是
24511,married,yes,no,cellular,是
24512,divorced,yes,yes,unknown,是
24513,divorced,no,no,cellular,是
24514,married,no,no,cellular,是
24515,married,yes,no,cellular,是
24516,married,yes,no,cellular,是
24517,married,yes,no,cellular,是
24518,married,no,no,cellular,是
24519,single,no,no,cellular,是
24520,married,yes,no,cellular,是
24521,married,yes,no,cellular,是
24522,married,no,no,cellular,是
24523,single,no,no,cellular,是
24524,married,no,no,cellular,是
24525,married,no,no,cellular,是
24526,married,yes,no,cellular,是
24527,single,yes,no,cellular,是
24528,married,no,no,telephone,是
24529,married,no,no,cellular,是
24530,divorced,no,yes,telephone,是
24531,single,yes,yes,cellular,是
24532,married,yes,no,unknown,是
24533,married,no,no,cellular,是
24534,married,yes,no,cellular,是
24535,married,no,no,cellular,是
24536,married,no,no,telephone,是
24537,married,yes,yes,cellular,是
24538,married,no,no,cellular,是
24539,married,no,no,cellular,是
24540,married,yes,no,cellular,是
24541,married,yes,no,unknown,是
24542,single,no,no,cellular,是
24543,married,yes,no,cellular,是
24544,single,no,no,telephone,是
24545,single,no,no,cellular,是
24546,single,no,no,cellular,是
24547,married,yes,no,cellular,是
24548,married,yes,yes,cellular,是
24549,married,yes,no,cellular,是
24550,married,no,no,telephone,是
24551,married,yes,yes,cellular,是
24552,married,yes,no,cellular,是
24553,married,yes,yes,cellular,是
24554,married,yes,no,cellular,是
24555,single,no,yes,cellular,是
24556,single,no,no,cellular,是
24557,married,no,no,cellular,是
24558,single,yes,no,cellular,是
24559,married,no,no,cellular,是
24560,single,yes,no,cellular,是
24561,single,no,no,cellular,是
24562,single,yes,no,cellular,是
24563,married,no,no,cellular,是
24564,married,no,no,cellular,是
24565,divorced,no,yes,cellular,是
24566,married,no,no,cellular,是
24567,married,no,no,cellular,是
24568,single,no,no,cellular,是
24569,married,yes,no,unknown,是
24570,single,no,no,cellular,是
24571,married,yes,no,cellular,是
24572,married,yes,no,cellular,是
24573,single,no,no,cellular,是
24574,divorced,no,no,cellular,是
24575,single,yes,no,cellular,是
24576,divorced,yes,no,unknown,是
24577,single,yes,no,cellular,是
24578,married,yes,no,cellular,是
24579,divorced,no,no,cellular,是
24580,married,no,no,cellular,是
24581,married,no,no,cellular,是
24582,single,no,no,cellular,是
24583,married,no,yes,cellular,是
24584,married,no,no,cellular,是
24585,single,no,no,cellular,是
24586,single,no,no,cellular,是
24587,married,yes,no,cellular,是
24588,single,no,no,cellular,是
24589,single,no,no,cellular,是
24590,married,yes,yes,cellular,是
24591,single,no,no,cellular,是
24592,married,yes,no,cellular,是
24593,single,no,no,unknown,是
24594,single,no,no,cellular,是
24595,divorced,yes,no,telephone,是
24596,divorced,no,no,telephone,是
24597,divorced,yes,no,unknown,是
24598,divorced,yes,no,cellular,是
24599,single,yes,no,cellular,是
24600,single,no,no,telephone,是
24601,married,no,yes,cellular,是
24602,single,no,no,cellular,是
24603,divorced,yes,no,cellular,是
24604,married,no,no,cellular,是
24605,single,no,no,cellular,是
24606,single,yes,no,unknown,是
24607,single,no,no,cellular,是
24608,married,yes,yes,unknown,是
24609,single,yes,no,cellular,是
24610,single,yes,no,unknown,是
24611,married,yes,no,cellular,是
24612,married,yes,no,cellular,是
24613,married,no,no,cellular,是
24614,married,no,no,cellular,是
24615,married,no,no,cellular,是
24616,single,no,no,cellular,是
24617,married,no,no,telephone,是
24618,divorced,no,no,cellular,是
24619,single,yes,no,cellular,是
24620,single,yes,no,cellular,是
24621,single,no,no,cellular,是
24622,single,no,no,cellular,是
24623,married,no,no,cellular,是
24624,single,yes,yes,cellular,是
24625,single,no,no,cellular,是
24626,single,no,no,cellular,是
24627,married,no,no,cellular,是
24628,married,yes,no,cellular,是
24629,single,yes,no,cellular,是
24630,married,no,no,cellular,是
24631,married,no,no,cellular,是
24632,single,no,no,cellular,是
24633,single,yes,no,cellular,是
24634,married,no,no,cellular,是
24635,married,yes,yes,cellular,是
24636,married,no,no,cellular,是
24637,married,no,no,cellular,是
24638,married,no,no,cellular,是
24639,married,no,no,telephone,是
24640,single,no,no,cellular,是
24641,single,yes,no,cellular,是
24642,single,no,no,cellular,是
24643,married,no,no,cellular,是
24644,married,no,no,cellular,是
24645,single,yes,yes,cellular,是
24646,married,no,no,cellular,是
24647,married,no,no,cellular,是
24648,divorced,no,no,cellular,是
24649,married,no,no,cellular,是
24650,divorced,no,yes,cellular,是
24651,divorced,no,no,cellular,是
24652,single,yes,no,cellular,是
24653,single,yes,no,cellular,是
24654,married,yes,yes,unknown,是
24655,divorced,no,yes,cellular,是
24656,married,no,no,cellular,是
24657,single,no,no,cellular,是
24658,married,no,no,cellular,是
24659,single,no,no,cellular,是
24660,married,no,no,cellular,是
24661,divorced,yes,no,cellular,是
24662,single,yes,no,unknown,是
24663,single,yes,yes,cellular,是
24664,married,yes,no,unknown,是
24665,married,no,no,cellular,是
24666,single,no,yes,cellular,是
24667,single,yes,no,unknown,是
24668,married,no,no,cellular,是
24669,single,no,no,cellular,是
24670,single,no,no,unknown,是
24671,married,yes,no,cellular,是
24672,single,no,no,cellular,是
24673,single,no,no,cellular,是
24674,married,yes,no,cellular,是
24675,married,no,yes,unknown,是
24676,single,yes,no,cellular,是
24677,married,yes,no,telephone,是
24678,married,no,no,cellular,是
24679,single,yes,no,cellular,是
24680,married,no,no,telephone,是
24681,divorced,yes,no,cellular,是
24682,single,no,no,cellular,是
24683,married,no,no,cellular,是
24684,single,no,no,cellular,是
24685,married,yes,no,cellular,是
24686,single,no,no,cellular,是
24687,married,no,no,cellular,是
24688,married,no,no,unknown,是
24689,single,yes,no,unknown,是
24690,married,no,yes,cellular,是
24691,married,yes,no,cellular,是
24692,divorced,yes,no,unknown,是
24693,single,no,no,cellular,是
24694,married,no,no,telephone,是
24695,married,no,yes,cellular,是
24696,single,no,no,cellular,是
24697,single,no,no,cellular,是
24698,married,no,no,cellular,是
24699,married,no,no,cellular,是
24700,married,no,no,cellular,是
24701,married,no,no,cellular,是
24702,married,yes,no,unknown,是
24703,divorced,no,no,cellular,是
24704,married,no,no,cellular,是
24705,single,no,no,unknown,是
24706,married,no,no,cellular,是
24707,married,no,no,cellular,是
24708,married,no,no,telephone,是
24709,married,no,no,cellular,是
24710,single,no,no,cellular,是
24711,married,no,no,cellular,是
24712,married,yes,no,cellular,是
24713,single,no,no,cellular,是
24714,married,no,no,cellular,是
24715,married,no,no,cellular,是
24716,single,no,yes,cellular,是
24717,married,no,no,unknown,是
24718,married,yes,yes,cellular,是
24719,single,no,no,cellular,是
24720,single,no,no,cellular,是
24721,married,no,no,cellular,是
24722,single,no,no,cellular,是
24723,married,yes,yes,cellular,是
24724,single,yes,no,cellular,是
24725,single,no,no,telephone,是
24726,married,no,no,cellular,是
24727,single,yes,no,cellular,是
24728,married,no,no,cellular,是
24729,divorced,no,no,cellular,是
24730,divorced,no,no,cellular,是
24731,single,no,no,cellular,是
24732,married,yes,no,cellular,是
24733,married,yes,no,unknown,是
24734,married,no,no,cellular,是
24735,married,no,no,telephone,是
24736,married,no,no,cellular,是
24737,single,no,no,cellular,是
24738,married,yes,yes,cellular,是
24739,married,no,no,telephone,是
24740,married,yes,no,cellular,是
24741,married,yes,no,cellular,是
24742,married,no,no,cellular,是
24743,divorced,no,no,cellular,是
24744,married,yes,no,unknown,是
24745,divorced,no,no,unknown,是
24746,married,no,no,cellular,是
24747,single,no,no,cellular,是
24748,single,no,yes,cellular,是
24749,divorced,no,no,cellular,是
24750,single,no,no,cellular,是
24751,single,no,no,cellular,是
24752,married,no,no,cellular,是
24753,single,yes,no,cellular,是
24754,divorced,no,no,cellular,是
24755,single,no,no,cellular,是
24756,married,no,no,cellular,是
24757,married,yes,no,cellular,是
24758,married,yes,no,cellular,是
24759,married,yes,no,cellular,是
24760,married,yes,no,unknown,是
24761,single,no,no,cellular,是
24762,divorced,no,no,telephone,是
24763,single,yes,no,cellular,是
24764,married,yes,no,cellular,是
24765,single,yes,no,unknown,是
24766,married,no,no,telephone,是
24767,divorced,no,no,cellular,是
24768,married,yes,no,cellular,是
24769,divorced,yes,no,cellular,是
24770,married,no,no,cellular,是
24771,married,yes,no,cellular,是
24772,single,no,no,cellular,是
24773,married,no,no,cellular,是
24774,married,yes,no,cellular,是
24775,married,no,no,cellular,是
24776,married,no,no,cellular,是
24777,married,yes,no,unknown,是
24778,married,yes,no,cellular,是
24779,married,no,no,cellular,是
24780,single,no,no,cellular,是
24781,single,no,yes,cellular,是
24782,married,no,no,cellular,是
24783,divorced,yes,no,cellular,是
24784,divorced,no,yes,cellular,是
24785,married,no,no,cellular,是
24786,married,no,no,cellular,是
24787,single,no,no,cellular,是
24788,married,no,no,cellular,是
24789,married,yes,no,cellular,是
24790,single,yes,no,unknown,是
24791,single,yes,no,cellular,是
24792,single,no,no,telephone,是
24793,single,yes,yes,cellular,是
24794,married,no,no,cellular,是
24795,married,yes,no,cellular,是
24796,married,no,no,cellular,是
24797,single,no,no,cellular,是
24798,single,no,no,cellular,是
24799,divorced,no,no,unknown,是
24800,single,no,no,cellular,是
24801,single,yes,no,cellular,是
24802,single,no,no,cellular,是
24803,divorced,yes,no,unknown,是
24804,single,yes,no,unknown,是
24805,married,no,yes,cellular,是
24806,married,no,no,cellular,是
24807,married,no,no,cellular,是
24808,married,no,no,cellular,是
24809,single,yes,no,unknown,是
24810,single,yes,no,cellular,是
24811,married,no,no,cellular,是
24812,single,no,no,cellular,是
24813,married,no,no,cellular,是
24814,married,no,no,cellular,是
24815,single,no,no,cellular,是
24816,married,no,no,cellular,是
24817,married,no,no,telephone,是
24818,divorced,yes,no,unknown,是
24819,divorced,yes,no,unknown,是
24820,married,no,no,cellular,是
24821,single,no,no,cellular,是
24822,single,no,no,cellular,是
24823,single,yes,no,unknown,是
24824,married,no,yes,cellular,是
24825,single,no,no,cellular,是
24826,married,no,no,cellular,是
24827,single,no,no,cellular,是
24828,married,no,no,cellular,是
24829,married,yes,yes,cellular,是
24830,single,no,no,telephone,是
24831,single,no,no,cellular,是
24832,married,no,no,cellular,是
24833,married,yes,yes,cellular,是
24834,married,no,no,cellular,是
24835,married,no,no,cellular,是
24836,married,no,no,cellular,是
24837,married,no,no,cellular,是
24838,single,no,no,cellular,是
24839,married,no,no,cellular,是
24840,divorced,no,yes,unknown,是
24841,single,no,no,cellular,是
24842,single,no,no,cellular,是
24843,single,no,no,cellular,是
24844,single,no,no,cellular,是
24845,married,no,no,telephone,是
24846,single,no,no,cellular,是
24847,divorced,no,no,cellular,是
24848,married,no,no,cellular,是
24849,single,no,no,cellular,是
